year,month,cinema_location,total_sales
2019,01,2453 Mary Meadow Apt. 952,5065
2019,01,2562 Don Garden Suite 520,9940
2019,01,30546 Angela Grove,8512
2019,01,3828 William Turnpike,11644
2019,01,537 Mejia Wall Suite 409,9995
2019,01,5567 Johnston Lodge Suite 478,5737
2019,01,5686 Jones Lane,6922
2019,01,6344 Douglas Brooks,6800
2019,01,680 Shawn Valleys,7433
2019,01,70360 Jill Points,8787
2019,01,8168 Weaver Plaza Apt. 175,6260
2019,01,9944 April Squares,5947
2019,02,1036 Edwards Flats Suite 078,7095
2019,02,12635 Joseph Street Suite 224,1805
2019,02,2562 Don Garden Suite 520,6885
2019,02,5567 Johnston Lodge Suite 478,9040
2019,02,5869 Willis Summit,9540
2019,02,8168 Weaver Plaza Apt. 175,11350
2019,02,821 Ruben Forges,4420
2019,02,91617 Cole Underpass,13895
2019,03,0083 Jasmine Canyon Suite 151,8835
2019,03,0151 Nicole Road Apt. 213,15825
2019,03,0794 Miller Place,8365
2019,03,1036 Edwards Flats Suite 078,1700
2019,03,122 Mckee Flat Suite 088,7340
2019,03,12635 Joseph Street Suite 224,6250
2019,03,1835 Charles Trail,15580
2019,03,1921 Gonzalez Trace Apt. 906,8015
2019,03,22522 Savage Rest Suite 648,15510
2019,03,2453 Mary Meadow Apt. 952,14200
2019,03,2562 Don Garden Suite 520,9285
2019,03,334 Simmons Branch Suite 380,7235
2019,03,37403 Leonard Circles Apt. 238,8160
2019,03,38500 Robert Meadow,2955
2019,03,4556 Lydia Junctions,6955
2019,03,4620 Shannon Dale Suite 351,17335
2019,03,468 Ashley Lock,8210
2019,03,478 Thomas Rest Apt. 466,2705
2019,03,537 Mejia Wall Suite 409,18490
2019,03,5567 Johnston Lodge Suite 478,7575
2019,03,577 Robinson Villages Apt. 588,9435
2019,03,5869 Willis Summit,9675
2019,03,617 Jones Drive Suite 929,7180
2019,03,6344 Douglas Brooks,9165
2019,03,680 Shawn Valleys,8585
2019,03,70360 Jill Points,13480
2019,03,73551 West Spur,9970
2019,03,8168 Weaver Plaza Apt. 175,6165
2019,03,821 Ruben Forges,3950
2019,03,834 Christine Orchard Apt. 381,14770
2019,03,8952 Zhang Prairie,24120
2019,03,91617 Cole Underpass,3085
2019,03,9944 April Squares,3570
2019,04,0083 Jasmine Canyon Suite 151,9645
2019,04,0151 Nicole Road Apt. 213,20080
2019,04,122 Mckee Flat Suite 088,14775
2019,04,12635 Joseph Street Suite 224,8895
2019,04,150 Elizabeth Path Suite 550,7725
2019,04,1697 Coleman Fork Suite 182,8485
2019,04,1835 Charles Trail,17275
2019,04,22522 Savage Rest Suite 648,15110
2019,04,334 Simmons Branch Suite 380,8360
2019,04,360 Jessica Square,9345
2019,04,37403 Leonard Circles Apt. 238,10470
2019,04,38418 Vincent Passage Suite 503,7130
2019,04,38500 Robert Meadow,4390
2019,04,468 Ashley Lock,9520
2019,04,478 Thomas Rest Apt. 466,15030
2019,04,5686 Jones Lane,9355
2019,04,577 Robinson Villages Apt. 588,8050
2019,04,617 Jones Drive Suite 929,33840
2019,04,6344 Douglas Brooks,7470
2019,04,680 Shawn Valleys,6565
2019,04,70360 Jill Points,2775
2019,04,8168 Weaver Plaza Apt. 175,9425
2019,04,8292 Phillips Unions Apt. 404,8240
2019,04,834 Christine Orchard Apt. 381,18525
2019,04,87747 Ross Parks Apt. 527,7530
2019,04,88034 Baker Trafficway,17110
2019,04,8952 Zhang Prairie,11775
2019,04,91617 Cole Underpass,7195
2019,04,96005 Barber Flats Apt. 267,23890
2019,04,9944 April Squares,4760
2019,05,0794 Miller Place,9430
2019,05,1036 Edwards Flats Suite 078,2325
2019,05,122 Mckee Flat Suite 088,13740
2019,05,12635 Joseph Street Suite 224,8755
2019,05,150 Elizabeth Path Suite 550,4600
2019,05,1835 Charles Trail,4005
2019,05,1921 Gonzalez Trace Apt. 906,5300
2019,05,2453 Mary Meadow Apt. 952,11615
2019,05,2562 Don Garden Suite 520,3210
2019,05,264 Marshall Islands,8165
2019,05,38500 Robert Meadow,6750
2019,05,4620 Shannon Dale Suite 351,8900
2019,05,468 Ashley Lock,2540
2019,05,537 Mejia Wall Suite 409,7550
2019,05,5567 Johnston Lodge Suite 478,6880
2019,05,577 Robinson Villages Apt. 588,13975
2019,05,5869 Willis Summit,24440
2019,05,8168 Weaver Plaza Apt. 175,9090
2019,05,8292 Phillips Unions Apt. 404,5380
2019,05,8952 Zhang Prairie,8940
2019,05,91617 Cole Underpass,6740
2019,06,049 William Parkways,10150
2019,06,0794 Miller Place,8230
2019,06,1036 Edwards Flats Suite 078,13845
2019,06,122 Mckee Flat Suite 088,12955
2019,06,12635 Joseph Street Suite 224,9070
2019,06,150 Elizabeth Path Suite 550,21325
2019,06,1835 Charles Trail,4260
2019,06,1921 Gonzalez Trace Apt. 906,11295
2019,06,2453 Mary Meadow Apt. 952,8180
2019,06,2562 Don Garden Suite 520,4240
2019,06,264 Marshall Islands,1065
2019,06,360 Jessica Square,8885
2019,06,3828 William Turnpike,8980
2019,06,468 Ashley Lock,5150
2019,06,537 Mejia Wall Suite 409,8915
2019,06,577 Robinson Villages Apt. 588,8680
2019,06,5869 Willis Summit,7910
2019,06,617 Jones Drive Suite 929,6450
2019,06,8292 Phillips Unions Apt. 404,3480
2019,06,87747 Ross Parks Apt. 527,9220
2019,06,8952 Zhang Prairie,6915
2019,06,91617 Cole Underpass,10290
2019,06,96005 Barber Flats Apt. 267,19500
2019,06,9944 April Squares,8405
2019,08,122 Mckee Flat Suite 088,8500
2019,08,12635 Joseph Street Suite 224,2660
2019,08,2562 Don Garden Suite 520,8340
2019,08,3419 Griffin Keys,10585
2019,08,37403 Leonard Circles Apt. 238,7535
2019,08,38500 Robert Meadow,17300
2019,08,680 Shawn Valleys,8680
2019,08,7083 Mahoney Street,8620
2019,08,73551 West Spur,6560
2019,08,88034 Baker Trafficway,11655
2019,08,91617 Cole Underpass,8680
2019,08,96005 Barber Flats Apt. 267,2130
2019,09,0083 Jasmine Canyon Suite 151,17075
2019,09,0151 Nicole Road Apt. 213,8075
2019,09,049 William Parkways,24415
2019,09,0794 Miller Place,3955
2019,09,122 Mckee Flat Suite 088,3110
2019,09,12635 Joseph Street Suite 224,31020
2019,09,150 Elizabeth Path Suite 550,8135
2019,09,1697 Coleman Fork Suite 182,26265
2019,09,1835 Charles Trail,8575
2019,09,1921 Gonzalez Trace Apt. 906,19665
2019,09,22522 Savage Rest Suite 648,8400
2019,09,2453 Mary Meadow Apt. 952,8465
2019,09,2562 Don Garden Suite 520,37540
2019,09,264 Marshall Islands,16440
2019,09,334 Simmons Branch Suite 380,14045
2019,09,3419 Griffin Keys,30695
2019,09,360 Jessica Square,15745
2019,09,37403 Leonard Circles Apt. 238,5270
2019,09,3828 William Turnpike,25815
2019,09,38418 Vincent Passage Suite 503,8335
2019,09,4620 Shannon Dale Suite 351,8360
2019,09,468 Ashley Lock,6820
2019,09,537 Mejia Wall Suite 409,8715
2019,09,5567 Johnston Lodge Suite 478,7850
2019,09,5686 Jones Lane,17395
2019,09,577 Robinson Villages Apt. 588,5270
2019,09,5869 Willis Summit,33055
2019,09,617 Jones Drive Suite 929,9920
2019,09,680 Shawn Valleys,9155
2019,09,70360 Jill Points,8360
2019,09,7083 Mahoney Street,17240
2019,09,73551 West Spur,31525
2019,09,8168 Weaver Plaza Apt. 175,6245
2019,09,821 Ruben Forges,41510
2019,09,834 Christine Orchard Apt. 381,9820
2019,09,87747 Ross Parks Apt. 527,10570
2019,09,88034 Baker Trafficway,38700
2019,09,8952 Zhang Prairie,22690
2019,09,91617 Cole Underpass,6180
2019,09,91641 John Islands,9455
2019,09,96005 Barber Flats Apt. 267,22895
2019,09,9944 April Squares,8555
2019,10,0083 Jasmine Canyon Suite 151,7230
2019,10,0151 Nicole Road Apt. 213,10290
2019,10,049 William Parkways,16195
2019,10,0794 Miller Place,15175
2019,10,1036 Edwards Flats Suite 078,43365
2019,10,122 Mckee Flat Suite 088,4550
2019,10,150 Elizabeth Path Suite 550,14780
2019,10,1835 Charles Trail,17780
2019,10,1921 Gonzalez Trace Apt. 906,9065
2019,10,22522 Savage Rest Suite 648,7415
2019,10,2453 Mary Meadow Apt. 952,19120
2019,10,2562 Don Garden Suite 520,9360
2019,10,264 Marshall Islands,7170
2019,10,30546 Angela Grove,15760
2019,10,334 Simmons Branch Suite 380,9130
2019,10,3419 Griffin Keys,6985
2019,10,360 Jessica Square,8115
2019,10,37403 Leonard Circles Apt. 238,3140
2019,10,3828 William Turnpike,4930
2019,10,38418 Vincent Passage Suite 503,5930
2019,10,4556 Lydia Junctions,7605
2019,10,4620 Shannon Dale Suite 351,7305
2019,10,468 Ashley Lock,14765
2019,10,5567 Johnston Lodge Suite 478,2660
2019,10,5686 Jones Lane,12735
2019,10,577 Robinson Villages Apt. 588,11305
2019,10,617 Jones Drive Suite 929,32220
2019,10,6344 Douglas Brooks,10475
2019,10,680 Shawn Valleys,7250
2019,10,70360 Jill Points,7330
2019,10,7083 Mahoney Street,11420
2019,10,7120 Jennifer Station,8790
2019,10,8168 Weaver Plaza Apt. 175,3935
2019,10,821 Ruben Forges,12575
2019,10,8292 Phillips Unions Apt. 404,25960
2019,10,834 Christine Orchard Apt. 381,10550
2019,10,87747 Ross Parks Apt. 527,895
2019,10,88034 Baker Trafficway,10455
2019,10,8952 Zhang Prairie,9780
2019,10,91617 Cole Underpass,17210
2019,10,91641 John Islands,8770
2019,10,9944 April Squares,16710
2019,11,0083 Jasmine Canyon Suite 151,33800
2019,11,0151 Nicole Road Apt. 213,22260
2019,11,049 William Parkways,8600
2019,11,1036 Edwards Flats Suite 078,26435
2019,11,122 Mckee Flat Suite 088,17095
2019,11,12635 Joseph Street Suite 224,6985
2019,11,1835 Charles Trail,8115
2019,11,22522 Savage Rest Suite 648,18360
2019,11,2562 Don Garden Suite 520,17665
2019,11,264 Marshall Islands,8310
2019,11,30546 Angela Grove,6880
2019,11,334 Simmons Branch Suite 380,18300
2019,11,3828 William Turnpike,19290
2019,11,38418 Vincent Passage Suite 503,5955
2019,11,4620 Shannon Dale Suite 351,9000
2019,11,468 Ashley Lock,6965
2019,11,478 Thomas Rest Apt. 466,9705
2019,11,537 Mejia Wall Suite 409,24215
2019,11,5567 Johnston Lodge Suite 478,4650
2019,11,5686 Jones Lane,10095
2019,11,577 Robinson Villages Apt. 588,8140
2019,11,6344 Douglas Brooks,7120
2019,11,680 Shawn Valleys,970
2019,11,7083 Mahoney Street,17620
2019,11,73551 West Spur,16575
2019,11,8168 Weaver Plaza Apt. 175,3510
2019,11,821 Ruben Forges,6205
2019,11,8292 Phillips Unions Apt. 404,7725
2019,11,834 Christine Orchard Apt. 381,15410
2019,11,87747 Ross Parks Apt. 527,12655
2019,11,8952 Zhang Prairie,21245
2019,11,91617 Cole Underpass,4045
2019,11,91641 John Islands,8340
2019,11,96005 Barber Flats Apt. 267,7520
2019,12,1036 Edwards Flats Suite 078,7620
2019,12,1697 Coleman Fork Suite 182,5285
2019,12,2562 Don Garden Suite 520,9305
2019,12,38418 Vincent Passage Suite 503,1705
2019,12,577 Robinson Villages Apt. 588,2305
2019,12,7083 Mahoney Street,9545
2019,12,73551 West Spur,575
2019,12,87747 Ross Parks Apt. 527,1505
2019,12,91617 Cole Underpass,3495
2020,01,0151 Nicole Road Apt. 213,8434
2020,01,1036 Edwards Flats Suite 078,6512
2020,01,1697 Coleman Fork Suite 182,3459
2020,01,1835 Charles Trail,7755
2020,01,264 Marshall Islands,7342
2020,01,30546 Angela Grove,6522
2020,01,3419 Griffin Keys,8580
2020,01,4556 Lydia Junctions,8945
2020,01,4620 Shannon Dale Suite 351,6822
2020,01,478 Thomas Rest Apt. 466,6540
2020,01,537 Mejia Wall Suite 409,8410
2020,01,5686 Jones Lane,6164
2020,01,577 Robinson Villages Apt. 588,7956
2020,01,70360 Jill Points,8164
2020,01,7083 Mahoney Street,2634
2020,01,8292 Phillips Unions Apt. 404,8274
2020,01,88034 Baker Trafficway,6799
2020,01,91617 Cole Underpass,7343
2020,02,0151 Nicole Road Apt. 213,25940
2020,02,049 William Parkways,18810
2020,02,0794 Miller Place,9275
2020,02,1036 Edwards Flats Suite 078,8130
2020,02,122 Mckee Flat Suite 088,7645
2020,02,12635 Joseph Street Suite 224,7000
2020,02,1697 Coleman Fork Suite 182,17750
2020,02,1921 Gonzalez Trace Apt. 906,17475
2020,02,22522 Savage Rest Suite 648,7330
2020,02,2453 Mary Meadow Apt. 952,10755
2020,02,30546 Angela Grove,7610
2020,02,3419 Griffin Keys,7770
2020,02,37403 Leonard Circles Apt. 238,7675
2020,02,38500 Robert Meadow,8245
2020,02,4556 Lydia Junctions,7815
2020,02,4620 Shannon Dale Suite 351,17350
2020,02,468 Ashley Lock,2515
2020,02,5567 Johnston Lodge Suite 478,2570
2020,02,577 Robinson Villages Apt. 588,9280
2020,02,617 Jones Drive Suite 929,6005
2020,02,6344 Douglas Brooks,20400
2020,02,7083 Mahoney Street,7315
2020,02,8168 Weaver Plaza Apt. 175,10425
2020,02,821 Ruben Forges,33245
2020,02,8292 Phillips Unions Apt. 404,6815
2020,02,834 Christine Orchard Apt. 381,11630
2020,02,8952 Zhang Prairie,18120
2020,02,91617 Cole Underpass,1035
2020,02,91641 John Islands,12920
2020,02,96005 Barber Flats Apt. 267,4890
2020,03,0151 Nicole Road Apt. 213,8100
2020,03,049 William Parkways,7150
2020,03,0794 Miller Place,8890
2020,03,1036 Edwards Flats Suite 078,15920
2020,03,12635 Joseph Street Suite 224,9095
2020,03,150 Elizabeth Path Suite 550,4230
2020,03,1697 Coleman Fork Suite 182,14775
2020,03,22522 Savage Rest Suite 648,2995
2020,03,2453 Mary Meadow Apt. 952,8445
2020,03,264 Marshall Islands,8790
2020,03,30546 Angela Grove,10095
2020,03,334 Simmons Branch Suite 380,8450
2020,03,3419 Griffin Keys,8365
2020,03,37403 Leonard Circles Apt. 238,2045
2020,03,38500 Robert Meadow,9170
2020,03,468 Ashley Lock,4110
2020,03,478 Thomas Rest Apt. 466,19710
2020,03,5567 Johnston Lodge Suite 478,5705
2020,03,5686 Jones Lane,8000
2020,03,577 Robinson Villages Apt. 588,9265
2020,03,5869 Willis Summit,17395
2020,03,617 Jones Drive Suite 929,22665
2020,03,680 Shawn Valleys,6830
2020,03,7120 Jennifer Station,4840
2020,03,73551 West Spur,9575
2020,03,821 Ruben Forges,7340
2020,03,834 Christine Orchard Apt. 381,4415
2020,03,88034 Baker Trafficway,8895
2020,03,91617 Cole Underpass,6705
2020,03,91641 John Islands,5035
2020,03,96005 Barber Flats Apt. 267,6735
2020,03,9944 April Squares,11025
2020,04,0151 Nicole Road Apt. 213,2620
2020,04,049 William Parkways,9870
2020,04,1036 Edwards Flats Suite 078,7895
2020,04,150 Elizabeth Path Suite 550,11295
2020,04,22522 Savage Rest Suite 648,2695
2020,04,30546 Angela Grove,570
2020,04,3419 Griffin Keys,3565
2020,04,37403 Leonard Circles Apt. 238,7395
2020,04,3828 William Turnpike,13480
2020,04,38418 Vincent Passage Suite 503,8045
2020,04,38500 Robert Meadow,7255
2020,04,468 Ashley Lock,7700
2020,04,5869 Willis Summit,8635
2020,04,680 Shawn Valleys,3330
2020,04,70360 Jill Points,8135
2020,04,7120 Jennifer Station,2935
2020,04,73551 West Spur,9975
2020,04,821 Ruben Forges,7800
2020,04,8292 Phillips Unions Apt. 404,7020
2020,04,8952 Zhang Prairie,8330
2020,04,91641 John Islands,1990
2020,04,96005 Barber Flats Apt. 267,4260
2020,04,9944 April Squares,6055
2020,05,0151 Nicole Road Apt. 213,7160
2020,05,049 William Parkways,22850
2020,05,122 Mckee Flat Suite 088,1730
2020,05,150 Elizabeth Path Suite 550,765
2020,05,1697 Coleman Fork Suite 182,9805
2020,05,1921 Gonzalez Trace Apt. 906,8445
2020,05,22522 Savage Rest Suite 648,10395
2020,05,2562 Don Garden Suite 520,8415
2020,05,30546 Angela Grove,18080
2020,05,334 Simmons Branch Suite 380,4455
2020,05,3419 Griffin Keys,20560
2020,05,3828 William Turnpike,14300
2020,05,4556 Lydia Junctions,17205
2020,05,537 Mejia Wall Suite 409,15490
2020,05,5567 Johnston Lodge Suite 478,6310
2020,05,5686 Jones Lane,9190
2020,05,577 Robinson Villages Apt. 588,7765
2020,05,5869 Willis Summit,7725
2020,05,7120 Jennifer Station,11100
2020,05,8292 Phillips Unions Apt. 404,17955
2020,05,834 Christine Orchard Apt. 381,8615
2020,05,87747 Ross Parks Apt. 527,7115
2020,05,88034 Baker Trafficway,17845
2020,05,91641 John Islands,8090
2020,06,0083 Jasmine Canyon Suite 151,9285
2020,06,0151 Nicole Road Apt. 213,21533
2020,06,049 William Parkways,21017
2020,06,1036 Edwards Flats Suite 078,8450
2020,06,122 Mckee Flat Suite 088,7260
2020,06,12635 Joseph Street Suite 224,11817
2020,06,150 Elizabeth Path Suite 550,8382
2020,06,1697 Coleman Fork Suite 182,7304
2020,06,1835 Charles Trail,8635
2020,06,1921 Gonzalez Trace Apt. 906,9850
2020,06,22522 Savage Rest Suite 648,17434
2020,06,2453 Mary Meadow Apt. 952,8065
2020,06,2562 Don Garden Suite 520,23585
2020,06,264 Marshall Islands,10705
2020,06,30546 Angela Grove,22699
2020,06,334 Simmons Branch Suite 380,11487
2020,06,3419 Griffin Keys,16675
2020,06,360 Jessica Square,21145
2020,06,3828 William Turnpike,14670
2020,06,4556 Lydia Junctions,13495
2020,06,4620 Shannon Dale Suite 351,8825
2020,06,468 Ashley Lock,33913
2020,06,478 Thomas Rest Apt. 466,8700
2020,06,537 Mejia Wall Suite 409,12090
2020,06,5567 Johnston Lodge Suite 478,15214
2020,06,577 Robinson Villages Apt. 588,8450
2020,06,5869 Willis Summit,7085
2020,06,617 Jones Drive Suite 929,34655
2020,06,7083 Mahoney Street,7555
2020,06,7120 Jennifer Station,8752
2020,06,8168 Weaver Plaza Apt. 175,8520
2020,06,821 Ruben Forges,3355
2020,06,8292 Phillips Unions Apt. 404,10375
2020,06,834 Christine Orchard Apt. 381,13727
2020,06,88034 Baker Trafficway,26703
2020,06,8952 Zhang Prairie,6110
2020,06,91617 Cole Underpass,15983
2020,06,96005 Barber Flats Apt. 267,6205
2020,06,9944 April Squares,6035
2020,07,0151 Nicole Road Apt. 213,8255
2020,07,0794 Miller Place,7190
2020,07,122 Mckee Flat Suite 088,16520
2020,07,12635 Joseph Street Suite 224,13990
2020,07,1835 Charles Trail,8955
2020,07,1921 Gonzalez Trace Apt. 906,41985
2020,07,2562 Don Garden Suite 520,8180
2020,07,334 Simmons Branch Suite 380,26700
2020,07,3419 Griffin Keys,14160
2020,07,360 Jessica Square,24105
2020,07,3828 William Turnpike,20230
2020,07,38418 Vincent Passage Suite 503,9490
2020,07,38500 Robert Meadow,8530
2020,07,4556 Lydia Junctions,9640
2020,07,4620 Shannon Dale Suite 351,1125
2020,07,478 Thomas Rest Apt. 466,15000
2020,07,537 Mejia Wall Suite 409,5755
2020,07,5686 Jones Lane,8265
2020,07,577 Robinson Villages Apt. 588,6780
2020,07,5869 Willis Summit,9260
2020,07,617 Jones Drive Suite 929,1095
2020,07,680 Shawn Valleys,10130
2020,07,8168 Weaver Plaza Apt. 175,26015
2020,07,821 Ruben Forges,4485
2020,07,8292 Phillips Unions Apt. 404,11925
2020,07,834 Christine Orchard Apt. 381,7255
2020,07,87747 Ross Parks Apt. 527,7770
2020,07,8952 Zhang Prairie,2215
2020,07,91617 Cole Underpass,34315
2020,07,91641 John Islands,2785
2020,07,96005 Barber Flats Apt. 267,25390
2020,07,9944 April Squares,10480
2020,08,0083 Jasmine Canyon Suite 151,7480
2020,08,049 William Parkways,8390
2020,08,122 Mckee Flat Suite 088,6940
2020,08,1835 Charles Trail,6840
2020,08,30546 Angela Grove,8710
2020,08,360 Jessica Square,22115
2020,08,38418 Vincent Passage Suite 503,9500
2020,08,38500 Robert Meadow,8820
2020,08,4620 Shannon Dale Suite 351,8445
2020,08,478 Thomas Rest Apt. 466,8845
2020,08,577 Robinson Villages Apt. 588,980
2020,08,5869 Willis Summit,14625
2020,08,617 Jones Drive Suite 929,9995
2020,08,680 Shawn Valleys,8280
2020,08,70360 Jill Points,13695
2020,08,7120 Jennifer Station,8825
2020,08,834 Christine Orchard Apt. 381,7585
2020,08,88034 Baker Trafficway,8575
2020,08,91617 Cole Underpass,14310
2020,08,91641 John Islands,15830
2020,08,96005 Barber Flats Apt. 267,7550
2020,09,0083 Jasmine Canyon Suite 151,10710
2020,09,0151 Nicole Road Apt. 213,9835
2020,09,12635 Joseph Street Suite 224,8060
2020,09,1835 Charles Trail,5310
2020,09,1921 Gonzalez Trace Apt. 906,9930
2020,09,2562 Don Garden Suite 520,4930
2020,09,264 Marshall Islands,14495
2020,09,360 Jessica Square,8855
2020,09,3828 William Turnpike,7565
2020,09,38418 Vincent Passage Suite 503,9980
2020,09,4556 Lydia Junctions,6730
2020,09,4620 Shannon Dale Suite 351,7465
2020,09,478 Thomas Rest Apt. 466,2165
2020,09,537 Mejia Wall Suite 409,9740
2020,09,5686 Jones Lane,7015
2020,09,577 Robinson Villages Apt. 588,15545
2020,09,5869 Willis Summit,1570
2020,09,680 Shawn Valleys,1070
2020,09,70360 Jill Points,6270
2020,09,7083 Mahoney Street,10675
2020,09,7120 Jennifer Station,1400
2020,09,87747 Ross Parks Apt. 527,8125
2020,09,88034 Baker Trafficway,3145
2020,09,8952 Zhang Prairie,2615
2020,09,96005 Barber Flats Apt. 267,2400
2020,09,9944 April Squares,9110
2020,10,0083 Jasmine Canyon Suite 151,14405
2020,10,049 William Parkways,8465
2020,10,1036 Edwards Flats Suite 078,7790
2020,10,122 Mckee Flat Suite 088,13731
2020,10,12635 Joseph Street Suite 224,44995
2020,10,1835 Charles Trail,4132
2020,10,1921 Gonzalez Trace Apt. 906,8655
2020,10,22522 Savage Rest Suite 648,17351
2020,10,2562 Don Garden Suite 520,19145
2020,10,264 Marshall Islands,27450
2020,10,3419 Griffin Keys,13816
2020,10,38418 Vincent Passage Suite 503,16610
2020,10,38500 Robert Meadow,8295
2020,10,4556 Lydia Junctions,15985
2020,10,4620 Shannon Dale Suite 351,22635
2020,10,468 Ashley Lock,3468
2020,10,478 Thomas Rest Apt. 466,6555
2020,10,537 Mejia Wall Suite 409,26853
2020,10,5567 Johnston Lodge Suite 478,8160
2020,10,5686 Jones Lane,675
2020,10,577 Robinson Villages Apt. 588,20080
2020,10,5869 Willis Summit,9310
2020,10,617 Jones Drive Suite 929,9070
2020,10,6344 Douglas Brooks,8385
2020,10,680 Shawn Valleys,22732
2020,10,7083 Mahoney Street,13215
2020,10,7120 Jennifer Station,15940
2020,10,73551 West Spur,18370
2020,10,8168 Weaver Plaza Apt. 175,21940
2020,10,821 Ruben Forges,18565
2020,10,834 Christine Orchard Apt. 381,8695
2020,10,87747 Ross Parks Apt. 527,19064
2020,10,88034 Baker Trafficway,5960
2020,10,8952 Zhang Prairie,22996
2020,10,91617 Cole Underpass,7860
2020,10,91641 John Islands,28013
2020,10,96005 Barber Flats Apt. 267,12485
2020,10,9944 April Squares,14430
2020,11,0151 Nicole Road Apt. 213,840
2020,11,049 William Parkways,8288
2020,11,1835 Charles Trail,5289
2020,11,3419 Griffin Keys,1819
2020,11,4556 Lydia Junctions,5508
2020,11,468 Ashley Lock,2184
2020,11,537 Mejia Wall Suite 409,1804
2020,11,680 Shawn Valleys,13561
2020,11,70360 Jill Points,5109
2020,11,7120 Jennifer Station,2005
2020,11,8168 Weaver Plaza Apt. 175,850
2020,11,87747 Ross Parks Apt. 527,3026
2020,11,8952 Zhang Prairie,420
2020,11,91617 Cole Underpass,4979
2020,11,91641 John Islands,2335
2020,12,0083 Jasmine Canyon Suite 151,8120
2020,12,0151 Nicole Road Apt. 213,6975
2020,12,049 William Parkways,7280
2020,12,1697 Coleman Fork Suite 182,9655
2020,12,1835 Charles Trail,8060
2020,12,22522 Savage Rest Suite 648,8575
2020,12,2562 Don Garden Suite 520,9130
2020,12,30546 Angela Grove,7530
2020,12,3419 Griffin Keys,8555
2020,12,360 Jessica Square,8615
2020,12,37403 Leonard Circles Apt. 238,8735
2020,12,38500 Robert Meadow,8970
2020,12,4556 Lydia Junctions,8280
2020,12,4620 Shannon Dale Suite 351,9215
2020,12,5567 Johnston Lodge Suite 478,7720
2020,12,5686 Jones Lane,7705
2020,12,5869 Willis Summit,7560
2020,12,680 Shawn Valleys,6030
2020,12,7120 Jennifer Station,13715
2020,12,8168 Weaver Plaza Apt. 175,16620
2020,12,834 Christine Orchard Apt. 381,16045
2020,12,87747 Ross Parks Apt. 527,8670
2021,01,0151 Nicole Road Apt. 213,7480
2021,01,0794 Miller Place,6735
2021,01,1036 Edwards Flats Suite 078,10095
2021,01,122 Mckee Flat Suite 088,20215
2021,01,150 Elizabeth Path Suite 550,8125
2021,01,1697 Coleman Fork Suite 182,9720
2021,01,1835 Charles Trail,12470
2021,01,1921 Gonzalez Trace Apt. 906,5230
2021,01,264 Marshall Islands,13375
2021,01,334 Simmons Branch Suite 380,2735
2021,01,360 Jessica Square,17285
2021,01,37403 Leonard Circles Apt. 238,7235
2021,01,3828 William Turnpike,9365
2021,01,4620 Shannon Dale Suite 351,7210
2021,01,478 Thomas Rest Apt. 466,5425
2021,01,5869 Willis Summit,7815
2021,01,6344 Douglas Brooks,11945
2021,01,680 Shawn Valleys,14880
2021,01,70360 Jill Points,9180
2021,01,7120 Jennifer Station,7180
2021,01,8168 Weaver Plaza Apt. 175,10115
2021,01,821 Ruben Forges,9150
2021,01,87747 Ross Parks Apt. 527,15595
2021,01,88034 Baker Trafficway,8325
2021,01,91617 Cole Underpass,8535
2021,01,91641 John Islands,7845
2021,01,9944 April Squares,9380
2021,02,0151 Nicole Road Apt. 213,7320
2021,02,0794 Miller Place,17565
2021,02,1036 Edwards Flats Suite 078,11845
2021,02,122 Mckee Flat Suite 088,12940
2021,02,12635 Joseph Street Suite 224,8510
2021,02,1697 Coleman Fork Suite 182,6456
2021,02,1835 Charles Trail,3635
2021,02,1921 Gonzalez Trace Apt. 906,19703
2021,02,264 Marshall Islands,3390
2021,02,334 Simmons Branch Suite 380,14200
2021,02,360 Jessica Square,675
2021,02,37403 Leonard Circles Apt. 238,845
2021,02,38418 Vincent Passage Suite 503,16277
2021,02,38500 Robert Meadow,9839
2021,02,4620 Shannon Dale Suite 351,7571
2021,02,478 Thomas Rest Apt. 466,12245
2021,02,537 Mejia Wall Suite 409,16078
2021,02,5686 Jones Lane,9535
2021,02,5869 Willis Summit,23152
2021,02,617 Jones Drive Suite 929,7780
2021,02,6344 Douglas Brooks,28481
2021,02,680 Shawn Valleys,735
2021,02,70360 Jill Points,8494
2021,02,7083 Mahoney Street,7791
2021,02,7120 Jennifer Station,19981
2021,02,8168 Weaver Plaza Apt. 175,8834
2021,02,821 Ruben Forges,8921
2021,02,87747 Ross Parks Apt. 527,7681
2021,02,88034 Baker Trafficway,15300
2021,02,91617 Cole Underpass,19619
2021,02,96005 Barber Flats Apt. 267,9321
2021,02,9944 April Squares,7127
2021,03,122 Mckee Flat Suite 088,8440
2021,03,150 Elizabeth Path Suite 550,9065
2021,03,1697 Coleman Fork Suite 182,8250
2021,03,1835 Charles Trail,7530
2021,03,1921 Gonzalez Trace Apt. 906,8830
2021,03,38500 Robert Meadow,8350
2021,03,478 Thomas Rest Apt. 466,9720
2021,03,5567 Johnston Lodge Suite 478,9725
2021,03,5869 Willis Summit,780
2021,03,6344 Douglas Brooks,20745
2021,03,70360 Jill Points,16840
2021,03,7083 Mahoney Street,8765
2021,03,7120 Jennifer Station,600
2021,03,821 Ruben Forges,9625
2021,03,834 Christine Orchard Apt. 381,7595
2021,03,91617 Cole Underpass,3375
